# Steple pair pool
# Generated: 2026-06-06
# Word length: 4   Moves: 4–5   Sample: 500,000
# Pairs: 19752 (easy: 13521, medium: 6231, hard: 0)
# Format: START,TARGET  # score=N tier=X moves=N avg=N min=N conc=N
# ── Easy (score 1–6, moves 4) ───────────────────────────
KIND,DREW  # score=10 tier=hard moves=7 avg=11.3 min=6 conc=0.47
KIND,DRAM  # score=10 tier=hard moves=7 avg=12.5 min=10 conc=0.49
KIRK,STAB  # score=10 tier=hard moves=7 avg=10.8 min=5 conc=0.55
KIRK,STAG  # score=10 tier=hard moves=7 avg=10.8 min=5 conc=0.55
KIRK,SLAB  # score=10 tier=hard moves=7 avg=10.8 min=5 conc=0.54
KITE,SPUN  # score=10 tier=hard moves=7 avg=15.6 min=7 conc=0.53
KITE,HAIL  # score=10 tier=hard moves=6 avg=20.6 min=15 conc=0.52
KITS,SPIN  # score=10 tier=hard moves=6 avg=16.3 min=9 conc=0.54
KITS,GRAM  # score=10 tier=hard moves=6 avg=14.7 min=11 conc=0.52
KITS,GRID  # score=10 tier=hard moves=6 avg=14.4 min=9 conc=0.54
KITS,SCAN  # score=10 tier=hard moves=6 avg=16.1 min=8 conc=0.58
KITS,GRAB  # score=10 tier=hard moves=6 avg=14.3 min=8 conc=0.55
KNOW,COME  # score=10 tier=hard moves=7 avg=11 min=6 conc=0.39
LACE,YEAR  # score=10 tier=hard moves=6 avg=17.4 min=13 conc=0.52
LACE,CHAP  # score=10 tier=hard moves=7 avg=16 min=8 conc=0.43
LACE,FEAR  # score=10 tier=hard moves=6 avg=17.4 min=13 conc=0.52
LACE,NEAR  # score=10 tier=hard moves=6 avg=17.3 min=13 conc=0.53
LACE,SCAR  # score=10 tier=hard moves=6 avg=13.4 min=5 conc=0.55
LACK,DUAL  # score=10 tier=hard moves=6 avg=14.1 min=6 conc=0.53
LAID,AIDE  # score=10 tier=hard moves=6 avg=16.9 min=10 conc=0.53
LAKE,CHAR  # score=10 tier=hard moves=7 avg=17.1 min=8 conc=0.48
LAKE,SNAP  # score=10 tier=hard moves=7 avg=13.6 min=5 conc=0.53
LAKE,CHAP  # score=10 tier=hard moves=7 avg=17.5 min=11 conc=0.45
LAMA,CHAT  # score=10 tier=hard moves=7 avg=17.6 min=8 conc=0.42
LAMA,COED  # score=10 tier=hard moves=6 avg=16.9 min=5 conc=0.45
LAMA,SOAK  # score=10 tier=hard moves=6 avg=15 min=5 conc=0.54
LAMA,SNAP  # score=10 tier=hard moves=7 avg=8.4 min=5 conc=0.5
LAMA,CHAR  # score=10 tier=hard moves=7 avg=10.3 min=8 conc=0.54
LAMB,CREW  # score=10 tier=hard moves=7 avg=10 min=7 conc=0.48
LAMB,SOAK  # score=10 tier=hard moves=6 avg=15 min=5 conc=0.54
LAMB,CHAT  # score=10 tier=hard moves=7 avg=17.6 min=8 conc=0.42
LAMB,CHAR  # score=10 tier=hard moves=7 avg=10.3 min=8 conc=0.54
LAMB,PROM  # score=10 tier=hard moves=7 avg=10.5 min=8 conc=0.52
LAME,SHOW  # score=10 tier=hard moves=7 avg=15.6 min=8 conc=0.41
LAME,PROM  # score=10 tier=hard moves=7 avg=14.9 min=8 conc=0.46
LAME,CREW  # score=10 tier=hard moves=7 avg=14.4 min=7 conc=0.43
LAMP,SHAW  # score=10 tier=hard moves=7 avg=11.9 min=8 conc=0.46
LAMP,KENT  # score=10 tier=hard moves=6 avg=13.7 min=9 conc=0.62
LAMP,PREY  # score=10 tier=hard moves=7 avg=9.9 min=6 conc=0.52
LAMP,FOAM  # score=10 tier=hard moves=6 avg=17.3 min=5 conc=0.47
LAMP,STAR  # score=10 tier=hard moves=7 avg=9 min=5 conc=0.5
LAND,DREW  # score=10 tier=hard moves=7 avg=11.8 min=6 conc=0.44
LAND,CRAB  # score=10 tier=hard moves=7 avg=12.1 min=6 conc=0.48
LAND,GREW  # score=10 tier=hard moves=7 avg=11.6 min=6 conc=0.45
LAND,SCAN  # score=10 tier=hard moves=6 avg=14.6 min=8 conc=0.53
LANG,BRED  # score=10 tier=hard moves=6 avg=14.4 min=6 conc=0.52
LANG,SCAM  # score=10 tier=hard moves=7 avg=14.6 min=11 conc=0.49
LASS,FLAP  # score=10 tier=hard moves=6 avg=14.6 min=6 conc=0.59
LATE,PROG  # score=10 tier=hard moves=7 avg=16 min=8 conc=0.54
LAWN,WIFE  # score=10 tier=hard moves=6 avg=15.6 min=9 conc=0.53
LAWN,BIKE  # score=10 tier=hard moves=6 avg=15.6 min=9 conc=0.52
LAWN,WIPE  # score=10 tier=hard moves=6 avg=15.7 min=9 conc=0.52
LEAD,HUSH  # score=10 tier=hard moves=6 avg=14.7 min=10 conc=0.52
LEAF,CAGE  # score=10 tier=hard moves=6 avg=17.1 min=9 conc=0.52
LEAK,TIME  # score=10 tier=hard moves=6 avg=15.7 min=9 conc=0.55
LEAK,MIME  # score=10 tier=hard moves=6 avg=15.3 min=12 conc=0.52
LEAP,PAGE  # score=10 tier=hard moves=6 avg=16.4 min=10 conc=0.51
LENT,FLOP  # score=10 tier=hard moves=6 avg=16.6 min=10 conc=0.51
LETS,PROG  # score=10 tier=hard moves=6 avg=15.1 min=8 conc=0.57
LETS,PROD  # score=10 tier=hard moves=6 avg=15.1 min=8 conc=0.57
LICK,FLIP  # score=10 tier=hard moves=7 avg=11.4 min=5 conc=0.55
LICK,STUB  # score=10 tier=hard moves=7 avg=11.1 min=5 conc=0.53
LIFE,HELP  # score=10 tier=hard moves=6 avg=16 min=8 conc=0.57
LIFE,NAIL  # score=10 tier=hard moves=6 avg=15.3 min=8 conc=0.65
LIMB,BECK  # score=10 tier=hard moves=6 avg=15 min=7 conc=0.57
LIMB,BOTH  # score=10 tier=hard moves=6 avg=15.7 min=7 conc=0.52
LIMB,SOUR  # score=10 tier=hard moves=7 avg=9.4 min=5 conc=0.56
LIMB,PROP  # score=10 tier=hard moves=7 avg=10.1 min=7 conc=0.54
LING,NAIL  # score=10 tier=hard moves=6 avg=14.4 min=10 conc=0.61
LING,BAIL  # score=10 tier=hard moves=6 avg=14.9 min=10 conc=0.59
LING,TAIL  # score=10 tier=hard moves=6 avg=14.7 min=10 conc=0.6
LINK,SNAP  # score=10 tier=hard moves=6 avg=12.9 min=5 conc=0.55
LINK,WRIT  # score=10 tier=hard moves=6 avg=14.4 min=5 conc=0.45
LINK,SLAP  # score=10 tier=hard moves=6 avg=13.6 min=5 conc=0.54
LINK,SWAP  # score=10 tier=hard moves=6 avg=13.3 min=5 conc=0.57
LIST,STUB  # score=10 tier=hard moves=7 avg=12.5 min=6 conc=0.48
LITE,PROM  # score=10 tier=hard moves=6 avg=14.3 min=8 conc=0.55
LITE,PROF  # score=10 tier=hard moves=6 avg=14 min=8 conc=0.58
LITE,PROP  # score=10 tier=hard moves=6 avg=14.6 min=8 conc=0.53
LITE,HAIR  # score=10 tier=hard moves=6 avg=19.7 min=10 conc=0.52
LITE,GRAB  # score=10 tier=hard moves=7 avg=15 min=8 conc=0.52
LOCH,STUB  # score=10 tier=hard moves=7 avg=10.4 min=5 conc=0.52
LOCK,EYED  # score=10 tier=hard moves=6 avg=15.1 min=5 conc=0.58
LONE,GRIM  # score=10 tier=hard moves=7 avg=14.4 min=8 conc=0.54
LOOK,STEM  # score=10 tier=hard moves=7 avg=11.5 min=7 conc=0.49
LOOP,FAKE  # score=10 tier=hard moves=6 avg=15.1 min=8 conc=0.5
LOSE,CHIC  # score=10 tier=hard moves=6 avg=14.4 min=6 conc=0.53
LOSE,HAIR  # score=10 tier=hard moves=6 avg=18.3 min=10 conc=0.52
LOWE,DUMP  # score=10 tier=hard moves=6 avg=15 min=10 conc=0.57
LUCK,STUB  # score=10 tier=hard moves=7 avg=11.3 min=5 conc=0.54
LUCK,DELI  # score=10 tier=hard moves=6 avg=13.9 min=5 conc=0.58
LUCK,EYES  # score=10 tier=hard moves=6 avg=16.6 min=12 conc=0.59
LURE,PROP  # score=10 tier=hard moves=7 avg=16 min=8 conc=0.42
LUSH,DEAN  # score=10 tier=hard moves=6 avg=14.1 min=9 conc=0.56
LUSH,YEAR  # score=10 tier=hard moves=6 avg=15.4 min=9 conc=0.6
LUSH,GEAR  # score=10 tier=hard moves=6 avg=15.3 min=9 conc=0.61
LUSH,SCAN  # score=10 tier=hard moves=7 avg=14.9 min=8 conc=0.54
LUSH,MEAL  # score=10 tier=hard moves=6 avg=14.7 min=9 conc=0.57
LUSH,FEAR  # score=10 tier=hard moves=6 avg=14.6 min=9 conc=0.59
MACH,SWAN  # score=10 tier=hard moves=7 avg=11.1 min=5 conc=0.56
MACH,SCAN  # score=10 tier=hard moves=7 avg=11.5 min=5 conc=0.56
MAGE,LEFT  # score=10 tier=hard moves=6 avg=16.1 min=9 conc=0.55
MAGE,TEXT  # score=10 tier=hard moves=6 avg=15.1 min=6 conc=0.58
MAGE,PEAR  # score=10 tier=hard moves=6 avg=16.9 min=13 conc=0.5
MAGE,FLAG  # score=10 tier=hard moves=7 avg=15 min=9 conc=0.52
MAID,NETS  # score=10 tier=hard moves=6 avg=16.3 min=11 conc=0.52
MAID,NICE  # score=10 tier=hard moves=6 avg=17.3 min=11 conc=0.52
MAIL,LIMO  # score=10 tier=hard moves=6 avg=18.1 min=8 conc=0.53
MAIL,HYPE  # score=10 tier=hard moves=6 avg=18.6 min=5 conc=0.5
MAIL,BEAM  # score=10 tier=hard moves=6 avg=17 min=11 conc=0.53
MAIL,LIMB  # score=10 tier=hard moves=6 avg=18 min=7 conc=0.55
MAIL,BEAU  # score=10 tier=hard moves=6 avg=16.4 min=7 conc=0.58
MAIN,GONG  # score=10 tier=hard moves=6 avg=14.1 min=8 conc=0.6
MAIN,NINE  # score=10 tier=hard moves=6 avg=16 min=8 conc=0.56
MAIN,DOSE  # score=10 tier=hard moves=6 avg=16.9 min=8 conc=0.52
MAKE,PROP  # score=10 tier=hard moves=7 avg=15.6 min=8 conc=0.44
MAKE,CROW  # score=10 tier=hard moves=7 avg=15.5 min=8 conc=0.43
MALE,GRIP  # score=10 tier=hard moves=6 avg=16.1 min=7 conc=0.61
MALE,GRIM  # score=10 tier=hard moves=6 avg=16.7 min=8 conc=0.57
MALL,FLEA  # score=10 tier=hard moves=6 avg=14.4 min=8 conc=0.57
MANS,PROP  # score=10 tier=hard moves=6 avg=16.6 min=8 conc=0.53
MANY,FEAR  # score=10 tier=hard moves=6 avg=20 min=8 conc=0.5
MARC,PUMP  # score=10 tier=hard moves=6 avg=16 min=6 conc=0.61
MAST,CLAD  # score=10 tier=hard moves=6 avg=14.7 min=9 conc=0.53
MATE,PROS  # score=10 tier=hard moves=6 avg=17.3 min=8 conc=0.51
MATE,STEM  # score=10 tier=hard moves=7 avg=22.5 min=7 conc=0.49
MATE,SPAN  # score=10 tier=hard moves=7 avg=21.1 min=9 conc=0.5
MATE,PROG  # score=10 tier=hard moves=7 avg=16.4 min=8 conc=0.53
MATH,SPAN  # score=10 tier=hard moves=7 avg=15.3 min=7 conc=0.51
MATH,BEAR  # score=10 tier=hard moves=6 avg=17 min=7 conc=0.5
MAYA,PEAR  # score=10 tier=hard moves=6 avg=18.9 min=5 conc=0.43
MEAD,RUSH  # score=10 tier=hard moves=6 avg=14.4 min=11 conc=0.54
MEAN,YANG  # score=10 tier=hard moves=6 avg=14.9 min=11 conc=0.56
MEAN,HUSH  # score=10 tier=hard moves=6 avg=14.3 min=10 conc=0.55
MEAN,THUS  # score=10 tier=hard moves=7 avg=10.1 min=5 conc=0.45
MEAT,CAPE  # score=10 tier=hard moves=6 avg=17.4 min=9 conc=0.53
META,RANG  # score=10 tier=hard moves=6 avg=19.3 min=8 conc=0.54
METH,SPIN  # score=10 tier=hard moves=7 avg=13.9 min=7 conc=0.49
MICE,CHAR  # score=10 tier=hard moves=7 avg=17.9 min=8 conc=0.46
MIDI,FLAW  # score=10 tier=hard moves=7 avg=11.9 min=5 conc=0.52
MILL,YANG  # score=10 tier=hard moves=6 avg=18.6 min=11 conc=0.58
MILL,FLEW  # score=10 tier=hard moves=6 avg=16.9 min=10 conc=0.57
MIND,DREW  # score=10 tier=hard moves=7 avg=11.5 min=6 conc=0.46
MIND,GRIP  # score=10 tier=hard moves=7 avg=12.1 min=7 conc=0.52
MINI,GRAB  # score=10 tier=hard moves=7 avg=12.3 min=8 conc=0.52
MINI,YEAR  # score=10 tier=hard moves=6 avg=14.6 min=9 conc=0.56
MINI,GRAM  # score=10 tier=hard moves=7 avg=12.6 min=9 conc=0.5
MIST,STUB  # score=10 tier=hard moves=7 avg=12.8 min=6 conc=0.47
MOCK,LIED  # score=10 tier=hard moves=6 avg=16.4 min=11 conc=0.53
MUCH,SLIP  # score=10 tier=hard moves=7 avg=9.6 min=5 conc=0.52
MUCH,STAT  # score=10 tier=hard moves=7 avg=10.1 min=5 conc=0.55
MUCH,SCAN  # score=10 tier=hard moves=7 avg=9.5 min=5 conc=0.59
MUCH,SWAN  # score=10 tier=hard moves=7 avg=9.1 min=5 conc=0.59
MUCH,SLAB  # score=10 tier=hard moves=7 avg=9.8 min=5 conc=0.54
MUCH,STAG  # score=10 tier=hard moves=7 avg=9.8 min=5 conc=0.54
MULE,GRIN  # score=10 tier=hard moves=6 avg=16.7 min=8 conc=0.56
MUSE,SCAN  # score=10 tier=hard moves=7 avg=15.3 min=8 conc=0.49
NAIL,LOSS  # score=10 tier=hard moves=6 avg=16.4 min=9 conc=0.64
NAME,PROG  # score=10 tier=hard moves=7 avg=13.8 min=8 conc=0.5
NAME,SHOE  # score=10 tier=hard moves=7 avg=13.6 min=7 conc=0.5
NAME,SHOW  # score=10 tier=hard moves=7 avg=14.5 min=8 conc=0.44
NAME,GOOD  # score=10 tier=hard moves=6 avg=17.7 min=14 conc=0.5
NAME,PROM  # score=10 tier=hard moves=7 avg=13.8 min=8 conc=0.5
NAME,SOAK  # score=10 tier=hard moves=6 avg=15.9 min=5 conc=0.57
NAME,KEPT  # score=10 tier=hard moves=6 avg=15.6 min=7 conc=0.58
NAME,CHEW  # score=10 tier=hard moves=7 avg=13.3 min=7 conc=0.42
NEAR,PAGE  # score=10 tier=hard moves=6 avg=16.4 min=13 conc=0.55
NEAR,NONE  # score=10 tier=hard moves=6 avg=16.3 min=12 conc=0.55
NEAR,FLEE  # score=10 tier=hard moves=6 avg=14.7 min=10 conc=0.6
NEAR,PUSH  # score=10 tier=hard moves=6 avg=15.7 min=12 conc=0.58
NEAR,BAKE  # score=10 tier=hard moves=6 avg=18 min=13 conc=0.53
NEAR,FLEA  # score=10 tier=hard moves=6 avg=14.4 min=8 conc=0.62
NEAR,MANA  # score=10 tier=hard moves=6 avg=20.1 min=10 conc=0.5
NEAR,SAID  # score=10 tier=hard moves=6 avg=14.4 min=12 conc=0.58
NEAR,CUTE  # score=10 tier=hard moves=6 avg=19.3 min=12 conc=0.52
NEAT,CAME  # score=10 tier=hard moves=6 avg=18 min=9 conc=0.52
NECK,LAMB  # score=10 tier=hard moves=6 avg=15.6 min=8 conc=0.55
NECK,LAMA  # score=10 tier=hard moves=6 avg=15.6 min=8 conc=0.55
NECK,TELE  # score=10 tier=hard moves=6 avg=15.1 min=9 conc=0.54
NESS,MAID  # score=10 tier=hard moves=6 avg=15.7 min=9 conc=0.52
NETS,PROG  # score=10 tier=hard moves=6 avg=14.4 min=8 conc=0.59
NETS,PROD  # score=10 tier=hard moves=6 avg=14.4 min=8 conc=0.59
NETS,PROM  # score=10 tier=hard moves=6 avg=14.4 min=8 conc=0.59
NEXT,FILM  # score=10 tier=hard moves=6 avg=12.7 min=6 conc=0.63
NICK,STUB  # score=10 tier=hard moves=7 avg=10.8 min=5 conc=0.55
NICK,FLIP  # score=10 tier=hard moves=7 avg=11 min=5 conc=0.57
NITE,GRAD  # score=10 tier=hard moves=6 avg=15.3 min=11 conc=0.52
NITE,STEM  # score=10 tier=hard moves=6 avg=18.4 min=7 conc=0.53
NODE,STOP  # score=10 tier=hard moves=7 avg=13 min=8 conc=0.41
NOPE,SHIP  # score=10 tier=hard moves=7 avg=13.4 min=8 conc=0.41
NOPE,NAIL  # score=10 tier=hard moves=6 avg=19 min=14 conc=0.56
NOSE,HAIR  # score=10 tier=hard moves=6 avg=17.6 min=10 conc=0.51
NOTE,THAN  # score=10 tier=hard moves=7 avg=14.3 min=6 conc=0.45
NOTE,BEEF  # score=10 tier=hard moves=6 avg=20.1 min=7 conc=0.5
NUDE,SHIN  # score=10 tier=hard moves=7 avg=13 min=7 conc=0.44
NULL,RANG  # score=10 tier=hard moves=6 avg=15.6 min=11 conc=0.51
NULL,SLAM  # score=10 tier=hard moves=6 avg=14.9 min=11 conc=0.56
NULL,YANG  # score=10 tier=hard moves=6 avg=15.6 min=11 conc=0.58
NULL,SCAM  # score=10 tier=hard moves=6 avg=14.4 min=11 conc=0.58
NULL,SPAS  # score=10 tier=hard moves=6 avg=15.1 min=9 conc=0.61
NULL,SCAT  # score=10 tier=hard moves=6 avg=16.6 min=11 conc=0.57
NULL,SLAP  # score=10 tier=hard moves=7 avg=14.5 min=11 conc=0.54
NULL,TANG  # score=10 tier=hard moves=6 avg=15.6 min=11 conc=0.58
NUTS,SCAN  # score=10 tier=hard moves=6 avg=14.6 min=8 conc=0.62
OATH,SEED  # score=10 tier=hard moves=6 avg=18.7 min=7 conc=0.53
OATH,RINK  # score=10 tier=hard moves=6 avg=13.9 min=6 conc=0.6
OATH,BEAR  # score=10 tier=hard moves=6 avg=16 min=7 conc=0.56
OATH,STEM  # score=10 tier=hard moves=7 avg=15.8 min=7 conc=0.55
OATH,SEEK  # score=10 tier=hard moves=6 avg=17.3 min=7 conc=0.53
OATH,SPAN  # score=10 tier=hard moves=7 avg=14.4 min=7 conc=0.56
OATH,RAID  # score=10 tier=hard moves=6 avg=16.1 min=8 conc=0.5
OATH,SCAM  # score=10 tier=hard moves=7 avg=14.9 min=7 conc=0.51
PACE,SCAR  # score=10 tier=hard moves=6 avg=13.7 min=5 conc=0.53
PACT,FLEW  # score=10 tier=hard moves=7 avg=11 min=5 conc=0.54
PAGE,CHAP  # score=10 tier=hard moves=7 avg=14.5 min=8 conc=0.46
PAGE,SNAP  # score=10 tier=hard moves=7 avg=12.8 min=5 conc=0.52
PAGE,SOAP  # score=10 tier=hard moves=6 avg=13.6 min=5 conc=0.54
PAID,AIDE  # score=10 tier=hard moves=6 avg=16.7 min=10 conc=0.53
PAIN,GONG  # score=10 tier=hard moves=6 avg=14.3 min=8 conc=0.59
PAIN,NOSE  # score=10 tier=hard moves=6 avg=15.3 min=8 conc=0.52
PAIN,NODE  # score=10 tier=hard moves=6 avg=15.6 min=8 conc=0.51
PAIN,DOME  # score=10 tier=hard moves=6 avg=17.6 min=8 conc=0.5
PAIR,DELI  # score=10 tier=hard moves=6 avg=13.1 min=5 conc=0.65
PALM,LION  # score=10 tier=hard moves=6 avg=17.7 min=6 conc=0.49
PANE,CHIC  # score=10 tier=hard moves=6 avg=15.7 min=6 conc=0.53
PARE,SOUP  # score=10 tier=hard moves=6 avg=18.7 min=5 conc=0.42
PASS,FLAP  # score=10 tier=hard moves=6 avg=14.6 min=6 conc=0.59
PEAK,GALA  # score=10 tier=hard moves=6 avg=14.3 min=6 conc=0.54
PEAK,NAME  # score=10 tier=hard moves=6 avg=17.7 min=13 conc=0.51
PEAR,MIME  # score=10 tier=hard moves=6 avg=16.3 min=12 conc=0.53
PEER,ARID  # score=10 tier=hard moves=7 avg=12.6 min=7 conc=0.51
PICK,FLIP  # score=10 tier=hard moves=7 avg=11.6 min=5 conc=0.54
PICK,STUB  # score=10 tier=hard moves=7 avg=11.4 min=5 conc=0.52
PIKE,MAIN  # score=10 tier=hard moves=6 avg=19.9 min=17 conc=0.51
PILL,FLEW  # score=10 tier=hard moves=6 avg=16.4 min=10 conc=0.58
PILL,FLEE  # score=10 tier=hard moves=6 avg=16.3 min=10 conc=0.59
PING,MAIL  # score=10 tier=hard moves=6 avg=15.3 min=11 conc=0.52
PINK,SLAP  # score=10 tier=hard moves=6 avg=13.3 min=5 conc=0.55
PINK,STAR  # score=10 tier=hard moves=6 avg=13.6 min=5 conc=0.55
PINK,SWAP  # score=10 tier=hard moves=6 avg=13 min=5 conc=0.58
PINS,SCAN  # score=10 tier=hard moves=6 avg=17.7 min=8 conc=0.53
PINS,GRAB  # score=10 tier=hard moves=6 avg=16.1 min=8 conc=0.54
PIPE,CHAR  # score=10 tier=hard moves=7 avg=15.1 min=8 conc=0.47
PIPE,CHOW  # score=10 tier=hard moves=7 avg=13.1 min=7 conc=0.39
PIPE,CROW  # score=10 tier=hard moves=7 avg=13.5 min=8 conc=0.42
PITS,GRAB  # score=10 tier=hard moves=6 avg=14.9 min=8 conc=0.53
PITY,SLIM  # score=10 tier=hard moves=7 avg=16.9 min=9 conc=0.42
PLEA,FAST  # score=10 tier=hard moves=7 avg=11 min=6 conc=0.58
PLEA,FILM  # score=10 tier=hard moves=7 avg=12.6 min=6 conc=0.61
PLEA,FILL  # score=10 tier=hard moves=6 avg=13.6 min=6 conc=0.58
PLEA,FISH  # score=10 tier=hard moves=7 avg=9.9 min=6 conc=0.55
PLEA,MIST  # score=10 tier=hard moves=7 avg=11.3 min=6 conc=0.54
POLO,FUME  # score=10 tier=hard moves=6 avg=15.9 min=5 conc=0.46
POOL,FUME  # score=10 tier=hard moves=7 avg=13.4 min=5 conc=0.45
POPE,STOP  # score=10 tier=hard moves=7 avg=13.6 min=8 conc=0.42
POPE,CREW  # score=10 tier=hard moves=7 avg=13 min=7 conc=0.43
PORK,GREW  # score=10 tier=hard moves=7 avg=11 min=6 conc=0.49
PORK,DREW  # score=10 tier=hard moves=7 avg=10.8 min=7 conc=0.46
PREY,SOMA  # score=10 tier=hard moves=7 avg=9.4 min=6 conc=0.5
PREY,KNOW  # score=10 tier=hard moves=7 avg=8.8 min=6 conc=0.47
PREY,COCA  # score=10 tier=hard moves=7 avg=9.1 min=6 conc=0.49
PROF,BATE  # score=10 tier=hard moves=6 avg=16.1 min=8 conc=0.58
PROG,SINK  # score=10 tier=hard moves=6 avg=15.6 min=8 conc=0.59
PROG,SITE  # score=10 tier=hard moves=6 avg=14.3 min=8 conc=0.57
PROG,LAMA  # score=10 tier=hard moves=7 avg=10.5 min=8 conc=0.52
PROG,HUTS  # score=10 tier=hard moves=6 avg=14 min=8 conc=0.59
PROG,RATS  # score=10 tier=hard moves=6 avg=16.9 min=8 conc=0.57
PROG,HATS  # score=10 tier=hard moves=6 avg=15.3 min=8 conc=0.59
PROM,LAMA  # score=10 tier=hard moves=7 avg=10.5 min=8 conc=0.52
PROM,HUTS  # score=10 tier=hard moves=6 avg=14 min=8 conc=0.59
PROM,SINK  # score=10 tier=hard moves=6 avg=15.6 min=8 conc=0.59
PROM,SITE  # score=10 tier=hard moves=6 avg=14.3 min=8 conc=0.57
PROP,RIPE  # score=10 tier=hard moves=7 avg=14.4 min=8 conc=0.44
PROP,FACE  # score=10 tier=hard moves=7 avg=14.3 min=8 conc=0.47
PROP,RUDE  # score=10 tier=hard moves=7 avg=13.4 min=8 conc=0.43
PROP,RAPE  # score=10 tier=hard moves=7 avg=14.4 min=8 conc=0.48
PROP,FUME  # score=10 tier=hard moves=7 avg=12.8 min=5 conc=0.46
PROP,FATE  # score=10 tier=hard moves=7 avg=14.8 min=8 conc=0.48
PROP,DATE  # score=10 tier=hard moves=7 avg=12.9 min=8 conc=0.52
PROP,BATH  # score=10 tier=hard moves=6 avg=15.3 min=8 conc=0.55
PROP,RITE  # score=10 tier=hard moves=6 avg=14.7 min=8 conc=0.53
PROP,KITE  # score=10 tier=hard moves=6 avg=13.9 min=8 conc=0.58
PROS,SANE  # score=10 tier=hard moves=6 avg=18.9 min=8 conc=0.52
PROS,FIFE  # score=10 tier=hard moves=6 avg=15.9 min=8 conc=0.57
PROS,MATT  # score=10 tier=hard moves=6 avg=17.6 min=8 conc=0.51
PROS,CANE  # score=10 tier=hard moves=6 avg=17.7 min=8 conc=0.51
PROS,SANG  # score=10 tier=hard moves=6 avg=17.4 min=8 conc=0.55
PROS,MANY  # score=10 tier=hard moves=6 avg=16 min=8 conc=0.51
PROS,MATH  # score=10 tier=hard moves=6 avg=18 min=8 conc=0.53
PULL,SCAM  # score=10 tier=hard moves=6 avg=15.4 min=11 conc=0.54
PULL,FLEE  # score=10 tier=hard moves=6 avg=14.1 min=10 conc=0.56
PULL,NEXT  # score=10 tier=hard moves=6 avg=14.9 min=7 conc=0.51
PULL,SPAS  # score=10 tier=hard moves=6 avg=16.1 min=9 conc=0.57
PULP,FLEA  # score=10 tier=hard moves=7 avg=13.1 min=8 conc=0.58
PULP,FLEW  # score=10 tier=hard moves=7 avg=13.5 min=8 conc=0.56
PUMP,FACT  # score=10 tier=hard moves=6 avg=13.9 min=5 conc=0.57
PUMP,CASA  # score=10 tier=hard moves=6 avg=13.7 min=6 conc=0.62
PUSH,REAR  # score=10 tier=hard moves=6 avg=16.1 min=12 conc=0.56
PUSH,WEAR  # score=10 tier=hard moves=6 avg=16.1 min=12 conc=0.56
PUSH,STAG  # score=10 tier=hard moves=7 avg=15.3 min=10 conc=0.5
PUSH,DEAN  # score=10 tier=hard moves=6 avg=14.6 min=11 conc=0.53
PUSH,SECT  # score=10 tier=hard moves=6 avg=15 min=6 conc=0.54
PUSH,GEAR  # score=10 tier=hard moves=6 avg=15.7 min=12 conc=0.58
PUSH,LEAN  # score=10 tier=hard moves=6 avg=15.1 min=12 conc=0.51
PUTS,SCAN  # score=10 tier=hard moves=6 avg=17 min=8 conc=0.55
PUTS,SPUN  # score=10 tier=hard moves=6 avg=16.9 min=7 conc=0.5
RACE,SWAP  # score=10 tier=hard moves=6 avg=12.6 min=5 conc=0.58
RACE,REAR  # score=10 tier=hard moves=6 avg=17.6 min=13 conc=0.52
RACE,HEAR  # score=10 tier=hard moves=6 avg=17.9 min=13 conc=0.51
RACE,STAB  # score=10 tier=hard moves=7 avg=12.8 min=5 conc=0.54
RACE,TEAR  # score=10 tier=hard moves=6 avg=16.4 min=9 conc=0.5
RACK,PUMP  # score=10 tier=hard moves=6 avg=16.4 min=12 conc=0.57
RAGE,FIAT  # score=10 tier=hard moves=6 avg=15.4 min=6 conc=0.56
RAGE,TEXT  # score=10 tier=hard moves=6 avg=15.3 min=6 conc=0.57
RAGE,SOON  # score=10 tier=hard moves=6 avg=18.1 min=8 conc=0.52
RAIL,TIDY  # score=10 tier=hard moves=6 avg=16.3 min=5 conc=0.58
RAIL,LIFE  # score=10 tier=hard moves=6 avg=15.6 min=8 conc=0.63
RAIN,NOPE  # score=10 tier=hard moves=6 avg=15.3 min=8 conc=0.55
RAIN,OOPS  # score=10 tier=hard moves=6 avg=16.4 min=8 conc=0.57
RAIN,NODE  # score=10 tier=hard moves=6 avg=15.3 min=8 conc=0.52
RAKE,CHAP  # score=10 tier=hard moves=7 avg=17.4 min=11 conc=0.45
RAKE,PROP  # score=10 tier=hard moves=7 avg=15.5 min=8 conc=0.44
RAKE,CROW  # score=10 tier=hard moves=7 avg=15.4 min=8 conc=0.43
RAKE,CHAR  # score=10 tier=hard moves=7 avg=17 min=8 conc=0.48
RAKE,SNAP  # score=10 tier=hard moves=7 avg=13.3 min=5 conc=0.54
RAMP,PREY  # score=10 tier=hard moves=7 avg=9.8 min=6 conc=0.53
RAMP,SNOW  # score=10 tier=hard moves=7 avg=11.4 min=8 conc=0.46
RAND,CREW  # score=10 tier=hard moves=7 avg=11.9 min=6 conc=0.44
RAND,DREW  # score=10 tier=hard moves=7 avg=11.9 min=6 conc=0.44
RAND,SCAN  # score=10 tier=hard moves=6 avg=14.7 min=8 conc=0.52
RAND,CRAB  # score=10 tier=hard moves=7 avg=12.3 min=6 conc=0.48
